English,Tamil,Malayalam,Telugu,Hindi
ruling,ஆளும்,ഭരിക്കുന്നത്,పాలించు,सत्तारूढ़
shortage,பற்றாக்குறை,ക്ഷാമം,కొరత,कमी
annually,ஆண்டுதோறும்,വർഷം തോറും,ఏటా,प्रतिवर्ष
lately,சமீபத்தில்,ഈയിടെയായി,ఇటీవల,हाल ही में
scan,ஊடுகதிர்,സ്കാൻ ചെയ്യുക,స్కాన్ చేయండి,स्कैन
fool,முட்டாள்,വിഡ്ഢി,అవివేకి,मूर्ख
deadline,காலக்கெடுவை,ഡെഡ്ലൈൻ,గడువు,अंतिम तारीख
rear,பின்புறம்,പുറകിലുള്ള,వెనుక,पिछला
processing,செயலாக்கம்,പ്രോസസ്സിംഗ്,ప్రాసెసింగ్,प्रसंस्करण
ranch,பண்ணை,റാഞ്ച്,గడ్డిబీడు,खेत
coastal,கடலோர,തീരദേശ,తీరప్రాంతం,तटीय
undertake,மேற்கொள்கின்றன,ഏറ്റെടുക്കുക,చేపట్టండి,आरंभ करना
softly,மெதுவாக,മൃദുവായി,మెత్తగా,नरमी से
burning,எரியும்,കത്തുന്ന,దహనం,जलता हुआ
verbal,வாய்மொழி,വാക്കാലുള്ള,శబ్ద,मौखिक
tribal,பழங்குடி,ആദിവാസി,గిరిజనుడు,जनजातीय
ridiculous,அபத்தமானது,പരിഹാസ്യമായ,హాస్యాస్పదంగా,हास्यास्पद
automatic,தானியங்கி,ഓട്ടോമാറ്റിക്,ఆటోమేటిక్,स्वचालित
diamond,வைரம்,വജ്രം,వజ్రం,डायमंड
credibility,நம்பகத்தன்மை,വിശ്വാസ്യത,విశ్వసనీయత,साख
import,இறக்குமதி,ഇറക്കുമതി,దిగుమతి,आयात
sexually,பாலியல் ரீதியாக,ലൈംഗികമായി,లైంగికంగా,यौन
divine,தெய்வீக,ദിവ്യമായ,దైవ సంబంధమైన,दिव्य
sentiment,உணர்வு,വികാരം,సెంటిమెంట్,भाव
cart,வண்டி,കാർട്ട്,బండి,कार्ट
oversee,மேற்பார்வை,മേൽനോട്ടം വഹിക്കുന്നു,పర్యవేక్షించేందుకు,देखरेख
o'clock,மணி,മണി,గంట,ओ क्लॉक
elder,மூத்தவர்,മൂത്ത,పెద్ద,ज्येष्ठ
pro,சார்பு,പ്രൊ,అనుకూల,समर्थक
inspiration,உத்வேகம்,പ്രചോദനം,ప్రేరణ,प्रेरणा
Dutch,டச்சு,ഡച്ച്,డచ్,डच
quantity,அளவு,അളവ്,పరిమాణం,मात्रा
trailer,டிரெய்லர்,ട്രെയിലർ,ట్రైలర్,ट्रेलर
mate,துணை,ഇണയെ,సహచరుడు,साथी
Greek,கிரேக்கம்,ഗ്രീക്ക്,గ్రీకు,यूनानी
genius,மேதை,പ്രതിഭ,మేధావి,तेज़ दिमाग वाला
monument,நினைவுச்சின்னம்,സ്മാരകം,స్మారక చిహ్నం,स्मारक
bid,ஏலம்,ലേലം വിളിക്കുക,వేలం వేయండి,बोली
quest,தேடுதல்,അന്വേഷണം,తపన,खोज
sacrifice,தியாகம்,ത്യാഗം,త్యాగం,त्याग करना
invitation,அழைப்பிதழ்,ക്ഷണം,ఆహ్వానం,आमंत्रण
accuracy,துல்லியம்,കൃത്യത,ఖచ్చితత్వం,शुद्धता
juror,நீதிபதி,ജൂറി,న్యాయమూర్తి,जूरियों में एक व्यक्रित
officially,அதிகாரப்பூர்வமாக,ഔദ്യോഗികമായി,అధికారికంగా,आधिकारिक तौर पर
broker,தரகர்,ബ്രോക്കർ,మధ్యవర్తి,दलाल
treasure,புதையல்,നിധി,నిధి,खज़ाना
loyalty,விசுவாசம்,സത്യസന്ധത,విధేయత,निष्ठा
talented,திறமையான,കഴിവുള്ള,ప్రతిభావంతులైన,प्रतिभावान
gasoline,பெட்ரோல்,ഗാസോലിന്,గ్యాసోలిన్,पेट्रोल
stiff,கடினமான,കടുപ്പമുള്ള,గట్టి,अकड़न
output,வெளியீடு,ഔട്ട്പുട്ട്,అవుట్పుట్,आउटपुट
nominee,பரிந்துரைக்கப்பட்டவர்,നോമിനി,నామినీ,उम्मीदवार
extended,நீட்டிக்கப்பட்டது,നീട്ടി,పొడిగించబడింది,विस्तारित
diabetes,சர்க்கரை நோய்,പ്രമേഹം,మధుమేహం,मधुमेह
slap,அறைதல்,അടിക്കുക,చెంపదెబ్బ,थप्पड़
toxic,நச்சுத்தன்மை வாய்ந்தது,വിഷ,విషపూరితమైన,विषाक्त
alleged,கூறப்படும்,ആരോപിച്ചു,ఆరోపించారు,कथित
jaw,தாடை,താടിയെല്ല്,దవడ,जबड़ा
grief,துக்கம்,ദുഃഖം,దుఃఖం,दु: ख
mysterious,மர்மமான,നിഗൂഢമായ,రహస్యమైన,रहस्यमय
rocket,ராக்கெட்,റോക്കറ്റ്,రాకెట్,राकेट
donate,தானம்,സംഭാവനചെയ്യുക,దానం చేయండి,दान करें
inmate,கைதி,അന്തേവാസി,ఖైదీ,कैदी
tackle,சமாளிக்க,നേരിടുക,అధిగమించేందుకు,जूझना
dynamics,இயக்கவியல்,ചലനാത്മകത,డైనమిక్స్,गतिकी
bow,வில்,വില്ല്,విల్లు,झुकना
ours,நம்முடையது,നമ്മുടേത്,మాది,हमारा
dignity,கண்ணியம்,അന്തസ്സ്,గౌరవం,गरिमा
carpet,கம்பளம்,പരവതാനി,కార్పెట్,कालीन
parental,பெற்றோர்,മാതാപിതാക്കളുടെ,తల్లిదండ్రుల,पैतृक
bubble,குமிழி,കുമിള,బుడగ,बुलबुला
buddy,நண்பா,തോഴന്,మిత్రుడు,दोस्त
barn,கொட்டகை,കളപ്പുര,ధాన్యపు కొట్టు,खलिहान
sword,வாள்,വാൾ,కత్తి,तलवार
